"id","jurisdiction_id","full_name","level","short_name"
"C0234256","J0234","Massena City Police Court","ST","Massena City Police Court"
"C0234257","J0234","New York County Court, Greene County","ST","Greene County Court"
"C0234258","J0234","New York Court of Sessions, Orange County","ST","New York Court of Sessions, Orange County"
"C0234259","J0234","Niagara Falls City Court","ST","Niagara Falls City Court"
"C0234260","J0234","Cortland City Court","ST","Cortland City Court"
"C0234261","J0234","Greene County Court of Oyer and Terminer","ST","Greene County Court of Oyer and Terminer"
"C0234262","J0234","Justice Court of Village of Suffern","ST","Suffern Justice Court"
"C0234263","J0234","New York Supreme Court, Cayuga County","ST","New York Supreme Court, Cayuga County"
"C0234264","J0234","LaGrange Justice Court","ST","LaGrange Justice Court"
"C0234265","J0234","Justice Court of Town of Carmel","ST","Carmel Justice Court"
"C0234266","J0234","Court Of Arbitration Of The Chamber Of Commerce Of New York","SS","Court Of Arbitration Of The Chamber Of Commerce Of New York"
"C0234267","J0234","Newburgh Recorder's Court","ST","Newburgh Recorder's Court"
"C0234268","J0234","New York Supreme Court, Kings County","ST","New York Supreme Court, Kings County"
"C0234269","J0234","New York Supreme Court, Monroe County","ST","New York Supreme Court, Monroe County"
"C0234270","J0234","New York Court of Sessions, Lewis County","ST","New York Court of Sessions, Lewis County"
"C0234271","J0234","Town of Greenport Justice Court","ST","Greenport Justice Court"
"C0234272","J0234","Troy City Police Court","ST","Troy City Police Court"
"C0234273","J0234","Owego Justice Court","ST","Owego Justice Court"
"C0234274","J0234","New York Supreme Court, Albany County","ST","New York Supreme Court, Albany County"
"C0234275","J0234","Woodbury Justice Court","ST","Woodbury Justice Court"
"C0234276","J0234","Lowville Justice Court","ST","Lowville Justice Court"
"C0234277","J0234","Fulton City Court","ST","Fulton City Court"
"C0234278","J0234","Saratoga Springs City Court","ST","Saratoga Springs City Court"
"C0234279","J0234","New York County Court, Oswego County","ST","Oswego County Court"
"C0234280","J0234","Oyer and Terminer, Rensselaer County","ST","Oyer and Terminer, Rensselaer County"
"C0234281","J0234","New York Circuit Court, Dutchess County","ST","New York Circuit Court, Dutchess County"
"C0234282","J0234","Oyer and Terminer, Queens County","ST","Oyer and Terminer, Queens County"
"C0234283","J0234","Cortlandt Town Court","ST","Cortlandt Town Court"
"C0234284","J0234","Oneida City Court","ST","Oneida City Court"
"C0234285","J0234","Maybrook Police Court","ST","Maybrook Police Court"
"C0234286","J0234","Justice Court of Village of Hastings-on-Hudson","ST","Hastings-on-Hudson Justice Court"
"C0234287","J0234","Constitutional Court of New York","SS","Constitutional Court of New York"
"C0234288","J0234","Starkey Town Court","ST","Starkey Town Court"
"C0234289","J0234","New York Circuit Court, Albany County","ST","New York Circuit Court, Albany County"
"C0234290","J0234","Justice Court of Village of Larchmont","ST","Larchmont Justice Court"
"C0234291","J0234","Lackawanna City Court","ST","Lackawanna City Court"
"C0234292","J0234","Justice Court of Village of Monticello","ST","Monticello Justice Court"
"C0234293","J0234","Canaan Justice Court","ST","Canaan Justice Court"
"C0234294","J0234","New York Supreme Court, Onondaga County","ST","New York Supreme Court, Onondaga County"
"C0234295","J0234","Eastchester Justice Court","ST","Eastchester Justice Court"
"C0234296","J0234","City Court of Westchester","ST","City Court of Westchester"
"C0234297","J0234","Justice Court of Village of Huntington Bay","ST","Huntington Bay Justice Court"
"C0234298","J0234","Nassau County Court","ST","Nassau County Court"
"C0234299","J0234","New York Supreme Court, Ulster County","ST","New York Supreme Court, Ulster County"
"C0234300","J0234","Cohoes Police Court","ST","Cohoes Police Court"
"C0234301","J0234","New York Mills Village Court","ST","New York Mills Village Court"
"C0234302","J0234","Hempstead Justice Court","ST","Hempstead Justice Court"
"C0234303","J0234","Sea Cliff Justice Court","ST","Sea Cliff Justice Court"
"C0234304","J0234","Ulster Justice Court","ST","Ulster Justice Court"
"C0234305","J0234","Justice Court of Town of Chatam","ST","Chatam Justice Court"
"C0234306","J0234","Justice Court of Village of Fairport","ST","Fairport Justice Court"
"C0234307","J0234","Justice Court of Village of Port Chester","ST","Port Chester Justice Court"
"C0234308","J0234","Yonkers Court of Special Sessions","SS","Yonkers Court of Special Sessions"
"C0234309","J0234","New York County Court, Cortland County","ST","Cortland County Court"
"C0234310","J0234","New York Court of Sessions, Rensselaer County","ST","New York Court of Sessions, Rensselaer County"
"C0234311","J0234","Jefferson County Court of Oyer and Terminer","ST","Jefferson County Court of Oyer and Terminer"
"C0234312","J0234","Gates Town Court","ST","Gates Town Court"
"C0234313","J0234","Amsterdam Police Court","ST","Amsterdam Police Court"
"C0234314","J0234","New York Court of Sessions, Ulster County","ST","New York Court of Sessions, Ulster County"
"C0234315","J0234","Sullivan County Children's Court","ST","Sullivan County Children's Court"
"C0235001","J0235","District Court, W.D. North Carolina","FD","W.D. North Carolina"
"C0235002","J0235","District Court, E.D. North Carolina","FD","E.D. North Carolina"
"C0235003","J0235","Supreme Court of North Carolina","S","Supreme Court of North Carolina"
"C0235004","J0235","Superior Court of North Carolina","SA","Superior Court of North Carolina"
"C0235005","J0235","Court of Appeals of North Carolina","SA","Court of Appeals of North Carolina"
"C0235006","J0235","U.S. Circuit Court for the District of North Carolina","FD","Circuit Court of North Carolina"
"C0235007","J0235","United States Bankruptcy Court, M.D. North Carolina","FB","M.D. North Carolina"
"C0235008","J0235","District Court, M.D. North Carolina","FD","M.D. North Carolina"
"C0235009","J0235","U.S. Circuit Court for the District of Eastern North Carolina","FA","U.S. Circuit Court for the District of Eastern North Carolina"
"C0235010","J0235","United States Bankruptcy Court, E.D. North Carolina","FB","E.D. North Carolina"
"C0235011","J0235","North Carolina Industrial Commission","SS","North Carolina Industrial Commission"
"C0235012","J0235","United States Bankruptcy Court, W.D. North Carolina","FB","W.D. North Carolina"
"C0235013","J0235","U.S. Circuit Court for the District of Western North Carolina","FA","U.S. Circuit Court for the District of Western North Carolina"
"C0235014","J0235","Eastern Band of Cherokee Indians Supreme Court","TRS","Eastern Band of Cherokee Indians Supreme Court"
"C0235015","J0235","District Court, D. North Carolina","FD","D. North Carolina"
"C0235016","J0235","Cherokee Indian Tribal Court","TRT","Cherokee Indian Trib. Ct."
"C0235017","J0235","Mecklenburg County Circuit Court","ST","Mecklenburg County Circuit Court"
"C0235018","J0235","Eastern Band of Cherokee Indians Tribal Court","TRT","Eastern Band of Cherokee Indians Tribal Court"
"C0236001","J0236","North Dakota Supreme Court","S","North Dakota Supreme Court"
"C0236002","J0236","District Court, D. North Dakota","FD","D. North Dakota"
"C0236003","J0236","North Dakota Court of Appeals","SA","North Dakota Court of Appeals"
"C0236004","J0236","United States Bankruptcy Court, D. North Dakota","FB","D. North Dakota"
"C0236005","J0236","Dickinson Justice Court","ST","Dickinson Justice Court"
"C0236006","J0236","U.S. Circuit Court for the District of North Dakota","FA","U.S. Circuit Court for the District of North Dakota"
"C0237001","J0237","District Court, S.D. Ohio","FD","S.D. Ohio"
"C0237002","J0237","District Court, N.D. Ohio","FD","N.D. Ohio"
"C0237003","J0237","Ohio Court of Claims","SS","Ohio Court of Claims"
"C0237004","J0237","Ohio Court of Appeals","SA","Ohio Court of Appeals"
"C0237005","J0237","Ohio Supreme Court","S","Ohio Supreme Court"
"C0237006","J0237","United States Bankruptcy Court, N.D. Ohio","FB","N.D. Ohio"
"C0237007","J0237","Ohio Superior Court, Cincinnati","ST","Ohio Superior Court, Cincinnati"
"C0237008","J0237","Tuscarawas Circuit Court","ST","Tuscarawas Circuit Court"
"C0237009","J0237","Cuyahoga Circuit Court","ST","Cuyahoga Circuit Court"
"C0237010","J0237","Lorain Circuit Court","ST","Lorain Circuit Court"
"C0237011","J0237","Lucas Circuit Court","ST","Lucas Circuit Court"
"C0237012","J0237","Trumbull Circuit Court","ST","Trumbull Circuit Court"
"C0237013","J0237","Defiance Circuit Court","ST","Defiance Circuit Court"
"C0237014","J0237","Jackson County Court of Common Pleas","ST","Jackson County Court of Common Pleas"
"C0237015","J0237","Ohio Probate Court of Franklin County","ST","Ohio Probate Court of Franklin County"
"C0237016","J0237","Wood County Court of Common Pleas","ST","Wood County Court of Common Pleas"
"C0237017","J0237","Piqua Municipal Court","ST","Piqua Municipal Court"
"C0237018","J0237","Trumbull County Court of Common Pleas","ST","Trumbull County Court of Common Pleas"
"C0237019","J0237","Cuyahoga County Common Pleas Court","ST","Cuyahoga County Common Pleas Court"
"C0237020","J0237","Licking County Court of Common Pleas","ST","Licking County Court of Common Pleas"
"C0237021","J0237","Court of Common Pleas of Ohio, Hamilton County","ST","Court of Common Pleas of Ohio, Hamilton County"
"C0237022","J0237","Tuscarawas County Court of Common Pleas","ST","Tuscarawas County Court of Common Pleas"
"C0237023","J0237","Hamilton County Probate Court","ST","Hamilton County Probate Court"
"C0237024","J0237","Toledo Municipal Court","ST","Toledo Municipal Court"
"C0237025","J0237","Clermont County Court of Common Pleas","ST","Clermont County Court of Common Pleas"
"C0237026","J0237","Hamilton County Municipal Court","ST","Hamilton County Municipal Court"
"C0237027","J0237","City of Cleveland Municipal Court","ST","City of Cleveland Municipal Court"
"C0237028","J0237","Lucas County Court of Common Pleas","ST","Lucas County Court of Common Pleas"
"C0237029","J0237","Court of Appeals of Ohio, Eleventh District, Trumbull County","ST","Court of Appeals of Ohio, Eleventh District, Trumbull County"
"C0237030","J0237","Ohio Circuit Courts","ST","Ohio Circuit Courts"
"C0237031","J0237","U.S. Circuit Court for the District of Northern Ohio","FA","U.S. Circuit Court for the District of Northern Ohio"
"C0237032","J0237","U.S. Circuit Court for the District of Southern Ohio","FA","U.S. Circuit Court for the District of Southern Ohio"
"C0237033","J0237","Court of Common Pleas of Ohio, Franklin County, Civil Division","ST","Court of Common Pleas of Ohio, Franklin County, Civil Division"
"C0237034","J0237","Scioto County Court of Common Pleas","ST","Scioto County Court of Common Pleas"
"C0237035","J0237","Highland County Court, Ohio","ST","Highland County Court, Ohio"
"C0237036","J0237","United States Bankruptcy Court, S.D. Ohio","FB","S.D. Ohio"
"C0237037","J0237","Hamilton County Court","ST","Hamilton County Court"
"C0237038","J0237","Court Of Common Pleas Of Ohio","ST","Court Of Common Pleas Of Ohio"
"C0237039","J0237","Mahoning Circuit Court","ST","Mahoning Circuit Court"
"C0237040","J0237","Ashtabula Circuit Court","ST","Ashtabula Circuit Court"
"C0237041","J0237","Columbiana County Court of Common Pleas","ST","Columbiana County Court of Common Pleas"
"C0237042","J0237","Van Wert County Court of Common Pleas","ST","Van Wert County Court of Common Pleas"
"C0237043","J0237","Paulding County Court of Common Pleas","ST","Paulding County Court of Common Pleas"
"C0237044","J0237","Marion County Municipal Court","ST","Marion County Municipal Court"
"C0237045","J0237","Lorain County Court of Common Pleas","ST","Lorain County Court of Common Pleas"
"C0237046","J0237","Ashland County Court of Common Pleas","ST","Ashland County Court of Common Pleas"
"C0237047","J0237","Tuscarawas County Probate Court","ST","Tuscarawas County Probate Court"
"C0237048","J0237","Court of Appeals of Ohio, Eighth District, Cuyahoga County","ST","Court of Appeals of Ohio, Eighth District, Cuyahoga County"
"C0237049","J0237","Court of Appeals of Ohio, First District, Hamilton County","ST","Court of Appeals of Ohio, First District, Hamilton County"
"C0237050","J0237","Court of Appeals of Ohio, Tenth District, Franklin County","ST","Court of Appeals of Ohio, Tenth District, Franklin County"
"C0237051","J0237","Court of Appeals of Ohio, Seventh District, Belmont County","ST","Court of Appeals of Ohio, Seventh District, Belmont County"
"C0237052","J0237","U.S. Circuit Court for the District of Ohio","FA","U.S. Circuit Court for the District of Ohio"
"C0237053","J0237","District Court, D. Ohio","FD","D. Ohio"
"C0237054","J0237","Summit County Court of Common Pleas","ST","Summit County Court of Common Pleas"
"C0237055","J0237","Ohio Public Utilities Commission","ST","Ohio Public Utilities Commission"
"C0237056","J0237","Cincinnati Municipal Court","ST","Cincinnati Municipal Court"
"C0237057","J0237","South Euclid Municipal Court","ST","South Euclid Municipal Court"
"C0237058","J0237","Medina County Court of Common Pleas","ST","Medina County Court of Common Pleas"
"C0237059","J0237","Circleville Municipal Court","ST","Circleville Municipal Court"
"C0237060","J0237","Hamilton County Court of Insolvency","SS","Hamilton County Court of Insolvency"
"C0237061","J0237","Clark County Court of Common Pleas","ST","Clark County Court of Common Pleas"
"C0237062","J0237","Tuscarawas County Juvenile Court","ST","Tuscarawas County Juvenile Court"
"C0237063","J0237","Court of Appeals of Ohio, Second District, Montgomery County","ST","Court of Appeals of Ohio, Second District, Montgomery County"
"C0237064","J0237","Mahoning County Courts, Ohio","ST","Mahoning County Courts, Ohio"
"C0237065","J0237","Vinton County Court of Common Pleas","ST","Vinton County Court of Common Pleas"
"C0237066","J0237","Mahoning County Court of Common Pleas","ST","Mahoning County Court of Common Pleas"
"C0237067","J0237","Highland County Court of Common Pleas","ST","Highland County Court of Common Pleas"
"C0237068","J0237","Athens County Court of Common Pleas","ST","Athens County Court of Common Pleas"
"C0237069","J0237","Marion County Court of Common Pleas","ST","Marion County Court of Common Pleas"
"C0237070","J0237","Lake County Court of Common Pleas","ST","Lake County Court of Common Pleas"
"C0237071","J0237","Cuyahoga County Probate Court","ST","Cuyahoga County Probate Court"
"C0237072","J0237","Tiffin Municipal Court","ST","Tiffin Municipal Court"
"C0237073","J0237","Clermont County Municipal Court","ST","Clermont County Municipal Court"
"C0237074","J0237","Athens County Municipal Court","ST","Athens County Municipal Court"
"C0237075","J0237","Meigs County Court of Common Pleas","ST","Meigs County Court of Common Pleas"
"C0237076","J0237","Morgan County Court of Common Pleas","ST","Morgan County Court of Common Pleas"
"C0237077","J0237","Stark County Court of Common Pleas","ST","Stark County Court of Common Pleas"
"C0237078","J0237","Court of Appeals of Ohio, Fifth District, Stark County","ST","Court of Appeals of Ohio, Fifth District, Stark County"
"C0237079","J0237","Hancock County Court of Common Pleas","ST","Hancock County Court of Common Pleas"
"C0237080","J0237","Warren County Court of Common Pleas","ST","Warren County Court of Common Pleas"
"C0237081","J0237","Jefferson County Court of Common Pleas"," ST","Jefferson County Court of Common Pleas"
"C0237082","J0237","Putnam County Court of Common Pleas","ST","Putnam County Court of Common Pleas"
"C0237083","J0237","Ashtabula County Court of Common Pleas","ST","Ashtabula County Court of Common Pleas"
"C0237084","J0237","Belmont County Court of Common Pleas","ST","Belmont County Court of Common Pleas"
"C0237085","J0237","City of Dayton Municipal Court","ST","City of Dayton Municipal Court"
"C0237086","J0237","Akron Municipal Court","ST","Akron Municipal Court"
"C0237087","J0237","Summit County Municipal Court","ST","Summit County Municipal Court"
"C0237088","J0237","Preble County Court of Common Pleas","ST","Preble County Court of Common Pleas"
"C0237089","J0237","Holmes County Court of Common Pleas","ST","Holmes County Court of Common Pleas"
"C0237090","J0237","Greene County Court of Common Pleas","ST","Greene County Court of Common Pleas"
"C0237091","J0237","Knox County Court of Common Pleas","ST","Knox County Court of Common Pleas"
"C0237092","J0237","Geauga County Court of Common Pleas","ST","Geauga County Court of Common Pleas"
"C0237093","J0237","Madison County Court of Common Pleas","ST","Madison County Court of Common Pleas"
"C0237094","J0237","Miami County Court of Common Pleas","ST","Miami County Court of Common Pleas"
"C0237095","J0237","Cuyahoga County Juvenile Court","ST","Cuyahoga County Juvenile Court"
"C0237096","J0237","Darke County Court of Common Pleas","ST","Darke County Court of Common Pleas"
"C0237097","J0237","Franklin County Court","ST","Franklin County Court"
"C0237098","J0237","Van Wert Circuit Court","ST","Van Wert Circuit Court"
"C0237099","J0237","Pickaway Circuit Court","ST","Pickaway Circuit Court"
"C0237100","J0237","Board of Commissioners On The Unauthorized Practice of Law State of Ohio","C","Board of Commissioners On The Unauthorized Practice of Law State of Ohio"
"C0237101","J0237","Brown County Court of Common Pleas","ST","Brown County Court of Common Pleas"
"C0237102","J0237","Court of Appeals of Ohio, Fifth District, Licking County","ST","Court of Appeals of Ohio, Fifth District, Licking County"
"C0237103","J0237","East Liverpool Municipal Court","ST","East Liverpool Municipal Court"
"C0237104","J0237","Ohio Probate Court","ST","Ohio Probate Court"
"C0237105","J0237","Allen County Court of Common Pleas","ST","Allen County Court of Common Pleas"
"C0237106","J0237","Hardin County Court of Common Pleas","ST","Hardin County Court of Common Pleas"
"C0237107","J0237","Court of Appeals of Ohio, Eleventh District, Ashtabula County","ST","Court of Appeals of Ohio, Eleventh District, Ashtabula County"
"C0237108","J0237","Lawrence County Common Pleas Court","ST","Lawrence County Common Pleas Court"
"C0237109","J0237","Lucas County Probate Court","ST","Lucas County Probate Court"
"C0237110","J0237","Muskingum County Juvenile Court","ST","Muskingum County Juvenile Court"
"C0237111","J0237","Gallia County Court of Common Pleas","ST","Gallia County Court of Common Pleas"
"C0237112","J0237","Darke Circuit Court","ST","Darke Circuit Court"
"C0237113","J0237","Auglaize County Court of Common Pleas","ST","Auglaize County Court of Common Pleas"
"C0237114","J0237","Euclid City Municipal Court","ST","Euclid City Municipal Court"
"C0237115","J0237","Ross County Court of Common Pleas","ST","Ross County Court of Common Pleas"
"C0237116","J0237","Harrison County Court of Common Pleas","ST","Harrison County Court of Common Pleas"
"C0237117","J0237","Huron County Court of Common Pleas","ST","Huron County Court of Common Pleas"
"C0237118","J0237","Defiance County Court of Common Pleas","ST","Defiance County Court of Common Pleas"
"C0237119","J0237","Seneca County Court of Common Pleas","ST","Seneca County Court of Common Pleas"
"C0237120","J0237","Miami Municipal Court","ST","Miami Municipal Court"
"C0237121","J0237","Muskingum County Court of Common Pleas","ST","Muskingum County Court of Common Pleas"
"C0237122","J0237","Municipal Court of Vandalia","ST","Municipal Court of Vandalia"
"C0237123","J0237","Fostoria Municipal Court","ST","Fostoria Municipal Court"
"C0237124","J0237","Shelby County Court of Common Pleas","ST","Shelby County Court of Common Pleas"
"C0237125","J0237","Fairfield County Court of Common Pleas","ST","Fairfield County Court of Common Pleas"
"C0237126","J0237","Muskingum Circuit Court","ST","Muskingum Circuit Court"
"C0237127","J0237","Findlay Municipal Court","ST","Findlay Municipal Court"
"C0237128","J0237","Hocking County Court of Common Pleas","ST","Hocking County Court of Common Pleas"
"C0237129","J0237","Guernsey County Court of Common Pleas","ST","Guernsey County Court of Common Pleas"
"C0237130","J0237","City of Columbus Municipal Court","ST","City of Columbus Municipal Court"
"C0237131","J0237","Struthers Municipal Court","ST","Struthers Municipal Court"
"C0237132","J0237","Pickaway County Court of Common Pleas","ST","Pickaway County Court of Common Pleas"
"C0237133","J0237","Court of Appeals of Ohio, Second District, Miami County","ST","Court of Appeals of Ohio, Second District, Miami County"
"C0237134","J0237","Court of Appeals of Ohio, Twelfth District, Butler County","ST","Court of Appeals of Ohio, Twelfth District, Butler County"
"C0237135","J0237","Columbiana County Probate Court","ST","Columbiana County Probate Court"
"C0237136","J0237","Licking County Municipal Court","ST","Licking County Municipal Court"
"C0237137","J0237","Portage County Court of Common Pleas","ST","Portage County Court of Common Pleas"
"C0237138","J0237","Logan County Court of Common Pleas","ST","Logan County Court of Common Pleas"
"C0237139","J0237","Allen County Probate Court","ST","Allen County Probate Court"
"C0237140","J0237","Court of Appeals of Ohio, Fourth District, Adams County","ST","Court of Appeals of Ohio, Fourth District, Adams County"
"C0237141","J0237","Court of Appeals of Ohio, Seventh District, Mahoning County","ST","Court of Appeals of Ohio, Seventh District, Mahoning County"
"C0237142","J0237","Medina Circuit Court","ST","Medina Circuit Court"
"C0237143","J0237","Henry County Court of Common Pleas","ST","Henry County Court of Common Pleas"
"C0237144","J0237","Franklin County Municipal Court","ST","Franklin County Municipal Court"
"C0237145","J0237","Galia County Court of Common Pleas","ST","Galia County Court of Common Pleas"
"C0237146","J0237","Court of Appeals of Ohio, Fourth District, Hocking County","ST","Court of Appeals of Ohio, Fourth District, Hocking County"
"C0237147","J0237","Court of Appeals of Ohio, Fourth District, Gallia County","ST","Court of Appeals of Ohio, Fourth District, Gallia County"
"C0237148","J0237","Willoughby Municipal Court","ST","Willoughby Municipal Court"
"C0237149","J0237","Morrow County Municipal Court","ST","Morrow County Municipal Court"
"C0237150","J0237","Ohio Civil Rights Commission","C","Ohio Civil Rights Commission"
"C0237151","J0237","Sandusky County Probate Court","ST","Sandusky County Probate Court"
"C0237152","J0237","Miami County Probate Court","ST","Miami County Probate Court"
"C0237153","J0237","Noble County Juvenile Court","ST","Noble County Juvenile Court"
"C0237154","J0237","Bellefontaine Municipal Court","ST","Bellefontaine Municipal Court"
"C0237155","J0237","Court of Appeals of Ohio, Ninth District, Summit County","ST","Court of Appeals of Ohio, Ninth District, Summit County"
"C0237156","J0237","Court of Appeals of Ohio, Sixth District, Lucas County","ST","Court of Appeals of Ohio, Sixth District, Lucas County"
"C0237157","J0237","Court of Appeals of Ohio, Second District, Greene County","ST","Court of Appeals of Ohio, Second District, Greene County"
"C0237158","J0237","Scioto Circuit Court","ST","Scioto Circuit Court"
"C0237159","J0237","Geauga County Probate Court","ST","Geauga County Probate Court"
"C0237160","J0237","Butler County Probate Court","ST","Butler County Probate Court"
"C0237161","J0237","Avon Lake Municipal Court","ST","Avon Lake Municipal Court"
"C0237162","J0237","Court of Appeals of Ohio, Fourth District, Pickaway County","ST","Court of Appeals of Ohio, Fourth District, Pickaway County"
"C0237163","J0237","Court of Appeals of Ohio, Eleventh District, Portage County","ST","Court of Appeals of Ohio, Eleventh District, Portage County"
"C0237164","J0237","Court of Appeals of Ohio, Fourth District, Washington County","ST","Court of Appeals of Ohio, Fourth District, Washington County"
"C0237165","J0237","Preble County Probate Court","ST","Preble County Probate Court"
"C0237166","J0237","Medina Municipal Court","ST","Medina Municipal Court"
"C0237167","J0237","Ashtabula County Courts, Ohio","ST","Ashtabula County Courts, Ohio"
"C0237168","J0237","Belmont County Courts, Ohio","ST","Belmont County Courts, Ohio"
"C0237169","J0237","Summit County Probate Court","ST","Summit County Probate Court"
"C0237170","J0237","Lima Municipal Court","ST","Lima Municipal Court"
"C0237171","J0237","Auglaize County Probate Court","ST","Auglaize County Probate Court"
"C0237172","J0237","Kettering Municipal Court","ST","Kettering Municipal Court"
"C0237173","J0237","Canton Municipal Court","ST","Canton Municipal Court"
"C0237174","J0237","Miamisburg Municipal Court","ST","Miamisburg Municipal Court"
"C0237175","J0237","Williams County Court of Common Pleas","ST","Williams County Court of Common Pleas"
"C0237176","J0237","Zanesville Municipal Court","ST","Zanesville Municipal Court"
"C0237177","J0237","Ravenna Municipal Court","ST","Ravenna Municipal Court"
"C0237178","J0237","Wadsworth Municipal Court","ST","Wadsworth Municipal Court"
"C0237179","J0237","Coshocton Circuit Court","ST","Coshocton Circuit Court"
"C0237180","J0237","Greene County Probate Court","ST","Greene County Probate Court"
"C0237181","J0237","Court of Appeals of Ohio, Fifth District, Ashland County","ST","Court of Appeals of Ohio, Fifth District, Ashland County"
"C0237182","J0237","Auglaize County Circuit Court","ST","Auglaize County Circuit Court"
"C0237183","J0237","Shaker Heights Municipal Court","ST","Shaker Heights Municipal Court"
"C0237184","J0237","Parma Municipal Court","ST","Parma Municipal Court"
"C0237185","J0237","Court of Appeals of Ohio, Seventh District, Noble County","ST","Court of Appeals of Ohio, Seventh District, Noble County"
"C0237186","J0237","Court of Appeals of Ohio, Seventh District, Monroe County","ST","Court of Appeals of Ohio, Seventh District, Monroe County"
"C0237187","J0237","Hardin County Probate Court","ST","Hardin County Probate Court"
"C0237188","J0237","Massillon Municipal Court","ST","Massillon Municipal Court"
"C0237189","J0237","Court of Appeals of Ohio, Seventh District, Columbiana County","ST","Court of Appeals of Ohio, Seventh District, Columbiana County"
"C0237190","J0237","Geauga Circuit Court","ST","Geauga Circuit Court"
"C0237191","J0237","Muskingum County Probate Court","ST","Muskingum County Probate Court"
"C0237192","J0237","Ottawa County Court of Common Pleas","ST","Ottawa County Court of Common Pleas"
"C0237193","J0237","Court of Appeals of Ohio, Fourth District, Ross County","ST","Court of Appeals of Ohio, Fourth District, Ross County"
"C0237194","J0237","Lake County Probate Court","ST","Lake County Probate Court"
"C0237195","J0237","Cincinnati Police Court","ST","Cincinnati Police Court"
"C0237196","J0237","Court of Appeals of Ohio, Sixth District, Erie County","ST","Court of Appeals of Ohio, Sixth District, Erie County"
"C0237197","J0237","Court of Appeals of Ohio, Fifth District, Guernsey County","ST","Court of Appeals of Ohio, Fifth District, Guernsey County"
"C0237198","J0237","Ashtabula Municipal Court","ST","Ashtabula Municipal Court"
"C0237199","J0237","Champaign County Court of Common Pleas","ST","Champaign County Court of Common Pleas"
"C0237200","J0237","Seneca County Probate Court","ST","Seneca County Probate Court"
"C0237201","J0237","Stark County Probate Court","ST","Stark County Probate Court"
"C0237202","J0237","Celina Municipal Court","ST","Celina Municipal Court"
"C0237203","J0237","Cuyahoga County Municipal Court","ST","Cuyahoga County Municipal Court"
"C0237204","J0237","Court of Appeals of Ohio, Sixth District, Sandusky County","ST","Court of Appeals of Ohio, Sixth District, Sandusky County"
"C0237205","J0237","Stark County Courts, Ohio","ST","Stark County Courts, Ohio"
"C0237206","J0237","Portage County Municipal Court","ST","Portage County Municipal Court"
"C0237207","J0237","Darke County Municipal Court","ST","Darke County Municipal Court"
"C0237208","J0237","Lucas County Municipal Court","ST","Lucas County Municipal Court"
"C0237209","J0237","Court of Appeals of Ohio, Fourth District, Lawrence County","ST","Court of Appeals of Ohio, Fourth District, Lawrence County"
"C0237210","J0237","Sandusky County Court of Common Pleas","ST","Sandusky County Court of Common Pleas"
"C0237211","J0237","Butler County Courts, Ohio","ST","Butler County Courts, Ohio"
"C0237212","J0237","Sylvania Municipal Court","ST","Sylvania Municipal Court"
"C0237213","J0237","Court of Appeals of Ohio, Fifth District, Delaware County","ST","Court of Appeals of Ohio, Fifth District, Delaware County"
"C0237214","J0237","Court of Appeals of Ohio, Fourth District, Meigs County","ST","Court of Appeals of Ohio, Fourth District, Meigs County"
"C0237215","J0237","Columbiana County Juvenile Court","ST","Columbiana County Juvenile Court"
"C0237216","J0237","Elyria Municipal Court","ST","Elyria Municipal Court"
"C0237217","J0237","Court of Appeals of Ohio, Twelfth District, Clinton County","ST","Court of Appeals of Ohio, Twelfth District, Clinton County"
"C0237218","J0237","Warren County Probate Court","ST","Warren County Probate Court"
"C0237219","J0237","Van Wert County Municipal Court","ST","Van Wert County Municipal Court"
"C0237220","J0237","Belmont County Probate Court","ST","Belmont County Probate Court"
"C0237221","J0237","Columbiana County Courts, Ohio","ST","Columbiana County Courts, Ohio"
"C0237222","J0237","Coshocton County Court of Common Pleas","ST","Coshocton County Court of Common Pleas"
"C0237223","J0237","Court of Appeals of Ohio, Third District, Van Wert County","ST","Court of Appeals of Ohio, Third District, Van Wert County"
"C0237224","J0237","Portage County Probate Court","ST","Portage County Probate Court"
"C0237225","J0237","Court of Appeals of Ohio, Sixth District, Wood County","ST","Court of Appeals of Ohio, Sixth District, Wood County"
"C0237226","J0237","Auglaize County Municipal Court","ST","Auglaize County Municipal Court"
"C0237227","J0237","Court of Appeals of Ohio, Seventh District, Harrison County","ST","Court of Appeals of Ohio, Seventh District, Harrison County"
"C0237228","J0237","Ashtabula County Probate Court","ST","Ashtabula County Probate Court"
"C0237229","J0237","Trumbull County Courts, Ohio","ST","Trumbull County Courts, Ohio"
"C0237230","J0237","Cleveland Police Court","ST","Cleveland Police Court"
"C0237231","J0237","Court of Appeals of Ohio, Fourth District, Scioto County","ST","Court of Appeals of Ohio, Fourth District, Scioto County"
"C0237232","J0237","Licking County Juvenile Court","ST","Licking County Juvenile Court"
"C0237233","J0237","Rocky River Municipal Court","ST","Rocky River Municipal Court"
"C0237234","J0237","Meigs County Probate Court","ST","Meigs County Probate Court"
"C0237235","J0237","Wayne County Municipal Court","ST","Wayne County Municipal Court"
"C0237236","J0237","Crawford County Municipal Court","ST","Crawford County Municipal Court"
"C0237237","J0237","Court of Appeals of Ohio, Fourth District, Athens County","ST","Court of Appeals of Ohio, Fourth District, Athens County"
"C0237238","J0237","Lorain Municipal Court","ST","Lorain Municipal Court"
